#offerId;monthlyFee;newContractsForMonth;sameContractsForMonth;CancelledContractsForMonth
64354;22,01;94;106;29
64355;35,41;61;142;25
64356;23,56;76;49;33
64357;33,29;55;89;18
64358;39,93;34;27;26
64359;10,32;52;81;33
64360;11,04;9;100;8
64361;26,3;9;58;37
64362;23,63;99;137;10
64363;35,44;44;155;22
64364;14,94;65;189;24
64365;23,89;92;34;43
64366;15,91;92;123;9
64367;31,49;14;181;22
64368;18,38;94;181;3
64369;36,38;19;4;48
64370;28,42;85;194;40
64371;26,48;43;82;46
64372;36,3;14;62;2
64373;11,28;41;22;9
64374;15,35;26;25;15
64375;18,22;44;3;36
64376;24,41;64;85;40
64377;15,67;39;184;32
64378;10,41;76;35;12
64379;26,16;96;39;33
64380;17,13;74;66;8
64381;26,21;40;184;27
64382;33,37;28;43;1
64383;33,67;0;17;24
64384;14,28;69;94;21
64385;13,14;26;146;44
64386;13,71;26;129;38
64387;17,9;42;177;33
64388;37,68;88;22;35
64389;19,34;40;117;22
64390;33,68;7;31;30
64391;39,03;15;100;21
64392;37,71;71;46;39
64393;31,12;81;41;32
64394;37,27;87;59;2
64395;32,63;21;32;9
64396;16,19;92;55;11
64397;12,48;67;139;14
64398;33,08;23;178;27
64399;38,73;78;92;23
64400;18,71;58;79;36
64401;39,28;24;20;27
64402;19,62;37;114;22
64403;24,18;86;28;33
64404;22,97;66;89;27
64405;15,28;49;168;38
64406;27,65;50;102;24
64407;33,87;97;6;47
64408;15,01;81;163;31
64409;15,98;75;3;48
64410;12,11;30;137;7
64411;15,57;14;116;40
64412;13,47;30;41;44
64413;15,29;6;181;18
64414;34,4;16;173;50
64415;22,74;35;80;46
64416;35,58;3;157;2
64417;21,37;5;47;35
64418;26,92;27;130;33
64419;30,74;49;37;42
64420;24,18;100;26;21
64421;23,32;0;69;2
64422;24,78;38;139;19
64423;30,82;68;25;41
64424;17,49;90;145;47
64425;19,41;43;185;2
64426;25,39;47;132;2
64427;16,5;99;146;2
64428;33,08;82;144;2
64429;34,53;63;88;7
64430;35,18;4;194;41
64431;12,94;83;187;12
64432;12,7;88;144;2
64433;14,73;27;93;10
64434;12,85;26;116;3
64435;22,54;93;193;28
64436;34,6;30;88;9
64437;32,03;75;82;33
64438;38,48;46;110;48
64439;12,87;26;155;24
64440;23,89;76;72;32
64441;21,73;33;139;45
64442;26,12;94;34;7
64443;15,55;31;139;8
64444;11,38;84;0;31
64445;12,9;47;47;22
64446;28,22;10;144;26
64447;12,05;39;101;40
64448;29,15;7;25;35
64449;26,86;34;173;9
64450;12,23;30;142;30
64451;33,13;42;120;43
64452;25,26;3;1;8
64453;12,12;38;67;8
64454;39,1;63;109;30
64455;18,34;2;75;17
64456;18,94;75;115;30
64457;38,92;63;90;15
64458;16,54;11;12;34
64459;38,91;95;56;0
64460;37,22;77;195;29
64461;20,22;79;132;27
64462;11,77;18;14;36
64463;32,96;51;18;30
64464;32,75;58;32;42
64465;11,98;25;107;25
64466;18,52;54;180;23
64467;20,26;40;105;1
64468;14,03;26;146;49
64469;30,3;16;167;19
64470;26,85;45;186;40
64471;18,71;88;190;17
64472;35,09;97;81;38
64473;26,42;64;102;8
64474;26,85;59;73;33
64475;28,52;69;94;13
64476;20,89;41;126;22
64477;32,69;95;177;9
64478;19,25;23;190;29
64479;26,69;56;69;16
64480;37,32;11;177;11
64481;35,28;87;92;21
64482;28,96;17;194;28
64483;32,22;52;133;44
64484;12,8;80;85;13
64485;33,16;2;34;41
64486;10,99;99;76;24
64487;12,28;25;17;44
64488;17,26;1;72;36
64489;35,85;78;1;34
64490;12,54;63;108;31
64491;28,72;23;26;13
64492;29,22;15;92;32
64493;12,84;13;114;32
64494;39,53;100;57;30
64495;39,35;16;118;18
64496;36,26;72;165;10
64497;13,87;2;127;1
64498;39,15;15;75;13
64499;10,87;85;161;12
64500;36,3;41;82;9
64501;15,75;46;13;6
64502;15,18;58;103;27
64503;20,69;61;159;10
64504;27,85;54;108;46
64505;29,03;39;132;46
64506;15,38;71;76;1
64507;25,39;87;27;49
64508;33,76;34;83;2
64509;35,77;34;152;27
64510;23,59;64;61;27
64511;24,39;28;170;23
64512;10,55;22;155;21
64513;26,87;98;82;48
64514;23,89;26;79;28
64515;32,35;97;120;6
64516;21,91;95;189;30
64517;26,51;10;60;42
64518;19,72;73;43;45
64519;10,32;75;198;38
64520;27,7;79;105;44
64521;38,38;43;44;23
64522;22,82;70;92;33
64523;36,19;6;174;36
64524;35,68;3;123;22
64525;21,85;2;78;35
64526;14,21;30;118;15
64527;38,85;77;190;6
64528;24,87;22;59;45
64529;34,67;48;9;4
64530;21;56;105;12
64531;25,27;7;185;35
64532;33,6;44;96;6
64533;34,78;88;124;35
64534;34,45;26;17;39
64535;30,29;47;119;18
64536;24,87;68;46;9
64537;27,44;91;160;31
64538;12,86;74;8;31
64539;27,66;87;42;45
64540;15,86;86;135;18
64541;30,14;54;50;0
64542;25,42;21;122;44
64543;14,15;2;106;47
64544;10,16;68;198;6
64545;12,69;38;182;46
64546;10,85;97;182;17
64547;27,24;83;88;9
64548;32,86;32;50;14
64549;38,07;33;25;42
64550;36,98;31;138;33
64551;38,3;73;36;48
64552;13,72;100;97;39
64553;21,22;12;54;15
64554;24,45;89;192;35
64555;17,59;99;146;29
64556;32,42;16;180;10
64557;33,96;71;81;46
64558;37,82;72;1;12
64559;27,06;12;15;17
64560;36,65;42;122;10
64561;33,04;34;119;29
64562;17;95;144;5
64563;33,11;48;12;21
64564;12,01;86;110;44
64565;38,45;59;124;33
64566;19,1;19;189;13
64567;26,52;91;155;22
64568;21,99;9;11;0
64569;33,21;46;62;44
64570;17,91;97;196;14
64571;39,92;72;139;23
64572;37,96;82;152;29
64573;29,19;24;57;27
64574;33,01;13;140;26
64575;21,62;72;83;2
64576;28,59;12;177;1
64577;23,03;14;85;49
64578;10,79;39;34;23
64579;34,58;33;24;47
64580;13,2;43;81;20
64581;26,23;57;52;38
64582;23,24;6;93;40
64583;23,9;64;73;25
64584;11,09;49;70;26
64585;30,1;65;38;0
64586;29,78;64;150;50
64587;29,65;11;20;9
64588;33,72;25;123;25
64589;28,57;61;78;30
64590;34,91;52;40;48
64591;31,5;34;106;29
64592;12,77;45;44;2
64593;28,52;30;170;9
64594;14,09;45;168;11
64595;12,01;90;193;5
64596;13,61;75;85;50
64597;36,09;100;21;49
64598;24,03;11;114;33
64599;30,99;9;104;49
64600;37,34;0;47;9
64601;23,03;43;159;3
64602;34,29;41;141;8
64603;23,71;28;133;11
64604;26,38;14;156;30
64605;37,73;0;8;18
64606;32,38;65;5;8
64607;13,83;70;18;28
64608;35,13;28;36;10
64609;31,53;1;65;44
64610;18,32;79;114;30
64611;16,77;57;67;20
64612;28,62;95;41;39
64613;12,32;51;27;6
64614;17,21;84;13;48
64615;14,87;27;29;39
64616;11,87;19;72;22
64617;20,39;11;155;20
64618;33,68;99;101;1
64619;19,12;6;145;9
64620;39,44;38;140;10
64621;13,49;46;178;14
64622;16,54;47;185;28
64623;35,43;18;58;50
64624;14,06;59;41;23
64625;23,68;7;85;41
64626;25,26;39;72;47
64627;22,52;73;79;25
64628;19,24;37;18;4
64629;24,6;26;182;40
64630;17,8;8;195;43
64631;27,05;62;71;8
64632;35,35;35;162;5
64633;24,24;53;45;32
64634;19,74;17;145;25
64635;22,5;0;16;26
64636;22,82;43;29;40
64637;18,2;12;195;18
64638;39,76;100;86;1
64639;10,62;83;80;6
64640;27,54;28;153;6
64641;17,11;62;36;43
64642;24,66;75;66;4
64643;11,55;21;2;50
64644;38,81;60;68;33
64645;33,1;41;117;33
64646;15,53;17;68;36
64647;10,17;76;107;40
64648;27,54;41;21;1
64649;21,34;58;24;42
64650;22,54;8;78;13
64651;34,57;23;84;5
64652;18,85;45;188;30
64653;14,99;41;148;37
64654;19,04;0;192;32
64655;28,52;68;6;19
64656;37,57;71;89;47
64657;38,08;83;122;41
64658;18,21;10;80;13
64659;9,99;24;137;26
64660;21,35;12;103;31
64661;38,17;40;189;20
64662;21,32;41;26;9
64663;17,24;53;178;2
64664;30,61;46;185;9
64665;12,22;15;179;23
64666;28,36;14;108;29
64667;21,99;53;81;21
64668;16,99;67;122;36
64669;15,46;77;179;6
64670;15,38;33;80;13
64671;24,92;66;184;23
64672;18,23;59;162;10
64673;12,29;37;86;5
64674;17,18;43;148;12
64675;10,96;19;172;8
64676;22,79;41;106;46
64677;20,55;37;77;16
64678;33,92;11;141;20
64679;26,21;67;45;40
64680;32,24;21;49;17
64681;10,21;45;6;12
64682;32,22;63;121;50
64683;36,12;88;171;7
64684;12,16;17;20;29
64685;32,4;55;178;39
64686;10,08;36;172;6
64687;37,6;45;22;29
64688;12,4;51;181;34
64689;17,62;76;147;36
64690;10,95;47;8;17
64691;25,17;12;0;15
64692;23,66;58;87;23
64693;33,36;13;23;0
64694;20,03;36;146;28
64695;10,77;65;64;25
64696;16,93;40;25;28
64697;32,45;33;72;32
64698;36,06;86;133;0
64699;17,43;63;72;1
64700;12,9;23;30;40
64701;12,36;50;178;37
64702;36,37;85;84;44
64703;17,79;42;148;18
64704;20,24;72;185;22
64705;12,92;81;108;16
64706;11,06;37;176;24
64707;33,58;58;79;45
64708;34,78;32;99;31
64709;22,44;55;7;12
64710;21,55;2;65;38
64711;10,47;100;157;17
64712;17,84;37;50;6
64713;11,13;35;5;28
64714;29;95;105;30
64715;12,56;30;4;36
64716;28,29;53;143;30
64717;10,13;57;155;18
64718;39,72;50;183;43
64719;25,96;66;101;16
64720;16,75;36;122;30
64721;30,42;58;136;29
64722;28,49;16;86;43
64723;22,51;10;49;11
64724;37,85;96;155;35
64725;12,26;19;146;23
64726;37,36;30;22;26
64727;38,03;38;184;1
64728;17,9;48;11;36
64729;10,19;57;115;21
64730;27,4;33;101;17
64731;15,49;68;100;30
64732;39,82;11;88;30
64733;13,89;0;198;43
64734;16,73;21;139;32
64735;20,21;6;113;29
64736;35,34;29;2;43
64737;38,8;7;170;26
64738;16,93;98;57;30
64739;21,17;67;58;30
64740;26,94;3;83;44
64741;16,64;42;140;35
64742;33,49;100;143;5
64743;31,95;76;143;30
64744;27,32;51;115;18
64745;15,82;27;126;30
64746;30,75;76;175;43
64747;23,99;65;13;3
64748;13,95;41;52;49
64749;25,5;28;46;46
64750;11,82;91;59;34
64751;12,34;38;5;21
64752;26,32;3;191;22
64753;32,68;43;90;30
64754;29,12;91;109;44
64755;20,34;49;49;8
64756;16,17;3;35;40
64757;13,87;27;108;35
64758;18,13;75;157;3
64759;32,96;88;14;13
64760;32,17;22;141;16
64761;21,23;41;156;46
64762;16,92;49;34;15
64763;14,29;89;29;0
64764;21,89;50;154;4
64765;33,1;99;130;5
64766;21,05;81;19;22
64767;22,47;100;182;35
64768;18,36;80;90;5
64769;35,45;71;44;44
64770;36,84;3;147;48
64771;25,44;52;138;49
64772;29,43;44;97;24
64773;30,38;24;133;42
64774;39,92;75;52;44
64775;31,51;69;137;44
64776;11,54;56;37;6
64777;36,3;99;96;50
64778;18,39;7;175;44
64779;36,92;65;28;38
64780;39,95;16;128;35
64781;14,88;15;72;32
64782;28,69;9;199;49
64783;22,4;12;74;41
64784;37,42;92;42;22
64785;19,61;61;27;17
64786;18,13;7;173;28
64787;26,13;93;131;28
64788;13,56;8;143;37
64789;38,64;94;20;3
64790;20,4;48;74;46
64791;13,63;22;153;13
64792;30,19;27;199;50
64793;26,18;65;159;23
64794;15,29;79;110;2
64795;33,85;48;111;31
64796;22,88;65;13;38
64797;15,45;61;51;45
64798;23,21;89;192;23
64799;36,8;87;32;45
64800;15,54;5;76;9
64801;28,28;62;184;40
64802;23,83;2;59;14
64803;17,27;44;195;2
64804;11,73;20;97;34
64805;13,06;49;193;12
64806;36,53;80;158;43
64807;22,43;62;25;40
64808;15,33;100;18;42
64809;37,09;15;139;35
64810;28,24;86;128;50
64811;20,39;48;25;28
64812;21,64;96;4;38
64813;24,98;18;162;36
64814;24,3;25;1;23
64815;19,43;33;92;10
64816;11,36;15;24;2
64817;17,23;35;14;4
64818;35,64;11;170;29
64819;36;27;47;25
64820;30,83;46;185;18
64821;22,82;31;166;48
64822;10,65;4;26;19
64823;39,39;73;86;16
64824;10,88;85;101;44
64825;25,53;65;197;48
64826;18,2;94;8;27
64827;24,36;76;178;2
64828;36,48;79;162;36
64829;33,6;8;198;22
64830;32,14;58;78;5
64831;23,83;75;26;9
64832;26,44;46;169;20
64833;39,25;52;31;21
64834;22,22;36;50;26
64835;17,77;13;20;34
64836;27,89;10;135;36
64837;19,21;88;14;42
64838;17,69;59;50;23
64839;33,77;61;40;0
64840;13,86;45;52;34
64841;23,61;4;45;6
64842;21,51;33;54;13
64843;11,69;33;164;5
64844;38,65;47;76;0
64845;31,42;74;98;23
64846;18,55;66;3;20
64847;26,67;28;132;3
64848;20,03;60;52;32
64849;17,83;56;76;24
64850;17,07;38;61;47
64851;39,97;75;5;40
64852;28,27;95;128;43
64853;22,85;43;144;50
64854;35,33;98;105;1
64855;39,17;16;80;9
64856;13,69;13;143;10
64857;19,27;96;84;21
64858;29,59;69;86;40
64859;24,05;77;178;19
64860;36,54;92;94;8
64861;25,16;44;135;10
64862;34,07;77;103;20
64863;18,93;34;41;43
64864;25,4;16;200;44
64865;36,99;62;71;15
64866;19,54;100;40;21
64867;31,08;6;139;33
64868;25,31;21;3;36
64869;29,44;11;109;41
64870;11,17;1;176;9
64871;18,78;18;98;20
64872;18,48;24;16;30
64873;10,46;57;135;36
64874;38,26;65;55;46
64875;28,68;85;128;18
64876;34,04;79;142;8
64877;18;23;94;1
64878;32,02;5;87;3
64879;10,11;83;198;46
64880;10,49;73;9;45
64881;30,3;77;173;0
64882;22,73;27;149;16
64883;26,52;74;169;27
64884;20,62;26;183;12
64885;21,99;55;93;30
64886;36,58;22;187;24
64887;27,6;10;83;11
64888;14,2;36;38;42
64889;13,42;63;181;48
64890;18,99;56;65;43
64891;21,7;64;51;42
64892;35,95;54;194;2
64893;22,24;70;161;13
64894;13,99;12;155;1
64895;13,97;25;37;3
64896;24,55;76;10;6
64897;24,31;77;176;6
64898;32,43;98;15;1
64899;12,38;31;120;18
64900;30,43;41;59;6
64901;21,41;86;3;16
64902;38,18;16;98;49
64903;14,27;82;181;16
64904;15,57;36;30;31
64905;32,13;33;19;17
64906;24,26;25;68;40
64907;32,43;11;135;49
64908;36,61;5;44;12
64909;29,07;72;29;22
64910;10,3;29;75;3
64911;21,77;93;36;4
64912;11,1;7;10;45
64913;34,49;18;2;38
64914;34,11;84;78;40
64915;30,67;84;170;8
64916;34,48;37;200;47
64917;24,05;69;67;42
64918;29,47;85;154;45
64919;37,55;86;150;44
64920;11,36;93;135;6
64921;22,59;93;52;21
64922;37,41;4;115;21
64923;26,79;25;99;26
64924;18,45;74;174;39
64925;33,31;30;100;17
64926;25,17;60;53;49
64927;29,9;20;29;31
64928;33,13;75;138;18
64929;23,59;68;121;35
64930;23,3;48;103;35
64931;37,79;49;183;0
64932;17,14;54;60;43
64933;26,5;53;33;50
64934;19,1;75;33;5
64935;10,63;61;183;4
64936;27,34;34;196;21
64937;21,61;8;10;50
64938;27,1;91;174;10
64939;25,81;14;190;39
64940;22,13;33;188;27
64941;28,39;60;65;43
64942;19,44;7;185;17
64943;38,5;34;163;23
64944;35,12;61;181;20
64945;35,61;68;156;24
64946;27,53;41;96;21
64947;32,03;58;189;7
64948;16,26;68;170;21
64949;30,04;57;160;3
64950;11,63;60;38;9
64951;37,86;54;78;24
64952;14,53;78;94;27
64953;25,7;47;19;22
64954;18,85;33;86;31
64955;10,67;57;152;29
64956;27,3;37;23;49
64957;24,84;14;188;50
64958;39,79;63;120;32
64959;17,03;39;96;50
64960;20,41;13;21;28
64961;21,64;36;42;24
64962;20,12;96;197;16
64963;13,2;76;135;50
64964;36,25;44;37;3
64965;32,56;59;161;33
64966;22,84;29;92;14
64967;39,68;69;109;4
64968;39,11;24;183;25
64969;10,71;67;184;45
64970;36,24;39;21;15
64971;36,98;43;35;22
64972;32,9;9;109;41
64973;20,35;87;141;23
64974;13,31;20;37;41
64975;27,3;94;200;15
64976;24,3;72;103;3
64977;35,24;22;181;50
64978;25,85;86;185;24
64979;34,5;33;56;0
64980;24,42;22;56;27
64981;14,68;52;177;44
64982;26,18;66;179;11
64983;22,15;7;40;10
64984;31,51;73;169;8
64985;17,13;76;15;6
64986;28,65;88;74;20
64987;26,25;6;196;4
64988;22,82;67;186;32
64989;11,03;25;88;10
64990;18,62;42;91;18
64991;16,87;79;133;28
64992;20;85;84;33
64993;32,38;60;142;44
64994;26,52;55;39;25
64995;12,85;11;31;38
64996;30,35;53;34;16
64997;18,85;0;188;4
64998;37,8;56;4;49
64999;29,51;52;86;30
65000;14,15;82;182;44
65001;10,19;31;38;13
65002;27,04;15;24;30
65003;14,18;21;151;19
65004;36,8;91;194;3
65005;37,24;71;80;35
65006;37,7;51;179;9
65007;25,16;79;184;44
65008;10,41;91;174;42
65009;24,72;84;36;17
65010;39,46;88;93;3
65011;17,41;5;38;35
65012;14,65;15;46;37
65013;22,71;43;126;19
65014;16,09;12;93;13
65015;34,48;77;177;28
65016;21,14;65;95;33
65017;32,55;79;161;28
65018;14,75;85;174;23
65019;16,32;34;83;5
65020;33,78;93;169;20
65021;31,79;99;138;37
65022;14,39;51;139;22
65023;27,32;21;48;7
65024;31,98;92;86;42
65025;19,98;66;100;1
65026;32,86;1;19;5
65027;39,39;12;13;6
65028;29,22;15;37;0
65029;14,13;18;87;16
65030;33,11;50;134;36
65031;15,33;84;101;13
65032;24,43;70;22;1
65033;33,06;83;16;27
65034;15,28;87;75;39
65035;21,08;61;147;12
65036;18,76;58;154;6
65037;22,12;25;160;10
65038;25,17;75;39;32
65039;38,18;9;22;25
65040;27,49;29;85;46
65041;32,78;0;146;43
65042;34,74;54;72;6
65043;24,38;74;77;29
65044;21,43;22;90;5
65045;35,19;32;2;28
65046;13,45;66;69;42
65047;26,24;9;76;42
65048;34,36;96;60;49
65049;33,37;40;101;42
65050;15,98;67;165;28
65051;29,66;40;16;21
65052;18,65;27;71;15
65053;12,48;17;106;47
65054;19,47;55;117;26
65055;21,88;9;187;8
65056;37,26;98;113;27
65057;18,12;93;69;11
65058;32,67;52;139;0
65059;39,64;54;105;43
65060;10,32;77;160;18
65061;12,52;92;104;14
65062;33,85;67;137;23
65063;10,16;16;200;35
65064;12,38;96;99;0
65065;15,31;52;194;36
65066;38,39;47;9;12
65067;20,83;60;6;0
65068;27,04;86;150;21
65069;26,51;100;29;33
65070;21,42;67;0;4
65071;26,81;35;16;46
65072;19,18;71;109;24
65073;27,96;5;69;44
65074;13,22;21;124;23
65075;22,93;37;168;48
65076;33,46;69;110;7
65077;12,41;4;110;47
65078;29,78;11;24;43
65079;15,96;52;43;9
65080;33,89;50;146;49
65081;35,36;84;161;50
65082;17,56;45;148;45
65083;31,67;24;149;15
65084;16;38;34;48
65085;30,45;56;140;18
65086;39,22;40;155;12
65087;16,2;30;26;1
65088;21,42;64;162;47
65089;18,38;77;59;34
65090;35,97;87;56;24
65091;22,55;41;118;14
65092;14,08;65;102;21
65093;36,33;22;31;3
65094;16,3;13;167;13
65095;23,17;60;146;50
65096;12,87;54;33;25
65097;15,97;12;84;49
65098;37,12;31;183;32
65099;23,64;31;107;29
65100;33,29;35;129;20
65101;22,06;83;79;45
65102;23,53;93;52;15
65103;18,92;23;176;31
65104;15,23;83;10;20
65105;26,89;99;107;22
65106;19,73;90;180;12
65107;36,78;84;121;22
65108;33,83;67;20;42
65109;28,75;13;180;1
65110;34,36;91;72;25
65111;33,72;58;42;35
65112;36,58;39;153;43
65113;31,93;63;29;36
65114;28,34;15;39;24
65115;24,39;5;172;3
65116;35,64;37;95;44
65117;38,39;100;87;15
65118;11,62;68;151;14
65119;11,04;64;156;18
65120;24,58;79;96;35
65121;22,7;73;99;16
65122;30,77;10;118;26
65123;37,07;45;63;43
65124;29,53;35;168;15
65125;18,52;14;199;25
65126;25,12;80;54;17
65127;11,53;52;147;3
65128;17,07;33;54;42
65129;14,23;25;85;24
65130;19,26;41;34;50
65131;15,49;47;127;38
65132;15,7;28;53;5
65133;19,97;42;157;45
65134;28,76;53;59;14
65135;35,44;34;200;9
65136;17,39;35;143;35
65137;35,56;95;144;4
65138;33,06;53;179;22
65139;21,88;11;156;18
65140;20,71;74;144;6
65141;12,97;88;115;36
65142;32,67;50;145;39
65143;11,29;90;137;22
65144;25,7;32;27;23
65145;31,7;99;21;3
65146;14,45;85;56;18
65147;38,18;95;108;26
65148;26,89;20;192;39
65149;15,44;41;60;44
65150;22,14;11;82;36
65151;33,56;7;199;35
65152;25,31;19;155;2
65153;26,51;30;81;14
65154;11,32;14;32;25
65155;15,9;97;107;4
65156;10,59;20;54;46
65157;30,12;65;109;33
65158;18,7;42;1;19
65159;36,63;98;93;45
65160;10,31;5;29;40
65161;13,62;40;178;4
65162;21,76;93;13;25
65163;21,86;14;119;43
65164;24,74;26;66;12
65165;34,07;27;105;18
65166;33,78;83;172;41
65167;30,73;83;178;3
65168;14,28;27;142;13
65169;17,28;79;132;37
65170;23,64;14;38;28
65171;37,88;6;0;13
65172;21,97;10;125;45
65173;11,44;31;171;9
65174;37,96;79;184;50
65175;23,02;91;63;42
65176;19,86;54;178;35
65177;30,31;78;21;48
65178;23,13;89;117;25
65179;20,2;32;42;47
65180;34,58;26;38;12
65181;12,72;93;118;17
65182;31,26;36;138;7
65183;11,06;50;102;42
65184;19,78;57;173;46
65185;37,76;20;58;37
65186;35,31;10;93;45
65187;20,1;13;93;11
65188;27,7;87;89;4
65189;17,84;11;188;36
65190;37,86;29;58;26
65191;21,25;41;32;13
65192;20,41;98;190;23
65193;17,56;11;190;38
65194;34,72;13;53;5
65195;19,56;92;107;49
65196;27,87;47;140;39
65197;19,44;0;142;28
65198;36,41;69;192;39
65199;36,12;60;79;46
65200;37;39;31;15
65201;20,18;95;100;3
65202;29,68;11;63;21
65203;28,09;40;31;47
65204;23,65;100;110;50
65205;35,93;28;151;29
65206;26,96;47;37;26
65207;24,11;37;42;1
65208;37,62;8;25;48
65209;37,71;8;150;47
65210;20,37;93;0;26
65211;24,69;7;179;32
65212;17,09;12;161;38
65213;29,49;77;24;46
65214;30,48;67;130;44
65215;15,34;30;181;45
65216;16,31;7;34;10
65217;38,95;72;8;35
65218;33,7;6;73;3
65219;34,59;78;112;42
65220;19,6;66;42;4
65221;39,27;46;96;28
65222;32,79;23;43;50
65223;19,97;62;192;29
65224;18,89;1;51;15
65225;16,35;54;163;3
65226;23,63;54;86;25
65227;26,69;52;72;29
65228;22,62;31;154;42
65229;27,58;22;187;3
65230;21,93;13;58;13
65231;34,9;39;25;40
65232;30,59;75;10;45
65233;10,28;59;9;36
65234;20,36;28;171;24
65235;39,79;8;47;36
65236;35,5;96;182;29
65237;18,71;10;154;19
65238;34,79;58;101;44
65239;37,16;19;94;37
65240;22,25;34;186;40
65241;20,18;47;50;32
65242;34,19;24;58;35
65243;22,12;59;85;22
65244;23,61;17;103;8
65245;13,57;4;155;24
65246;17,91;71;105;46
65247;17,83;87;133;46
65248;11,25;29;10;12
65249;15,34;26;134;19
65250;14,26;45;133;41
65251;21,07;82;34;16
65252;30,19;72;160;38
65253;27,04;60;35;0
65254;30,55;96;56;5
65255;18,23;23;27;50
65256;23,19;71;6;25
65257;39,12;62;123;41
65258;23,14;2;175;10
65259;23,91;81;40;23
65260;29,56;40;90;42
65261;30,65;78;160;27
65262;25,37;11;195;12
65263;22,14;97;133;50
65264;15,8;17;69;25
65265;22,17;64;51;38
65266;39,17;71;180;26
65267;25,71;40;199;27
65268;14,1;25;170;12
65269;16,68;27;87;31
65270;30,87;79;163;33
65271;33,08;65;111;20
65272;30,56;5;39;15
65273;31,09;42;42;42
65274;29,22;47;79;13
65275;19,91;29;30;41
65276;29,99;91;182;9
65277;9,99;0;25;25
65278;38,24;61;70;50
65279;30,68;84;108;30
65280;35,34;52;36;13
65281;15,49;65;49;25
65282;22,43;79;101;2
65283;29,84;53;136;27
65284;28,68;49;182;38
65285;16,01;85;115;11
65286;12,73;39;174;14
65287;27,3;62;29;36
65288;15,77;17;49;49
65289;24,74;47;5;7
65290;33,59;29;60;6
65291;26,31;40;116;8
65292;14,51;91;182;48
65293;35,6;60;22;29
65294;31,13;86;101;45
65295;33,13;89;26;22
65296;22,87;77;176;2
65297;39,67;18;12;10
65298;16,95;35;152;44
65299;23,68;30;143;32
65300;34,99;83;64;33
65301;14,75;23;73;42
65302;18,01;80;19;17
65303;18,21;39;33;19
65304;22,28;33;41;50
65305;30,99;98;149;21
65306;23,45;27;124;34
65307;15,01;79;151;47
65308;12,43;30;111;7
65309;33,08;9;14;2
65310;36,92;53;115;35
65311;17,71;9;78;11
65312;15,8;77;193;50
65313;34,09;20;161;10
65314;24,12;32;143;10
65315;18,03;0;20;21
65316;34,66;66;17;10
65317;21,2;11;3;43
65318;11,69;41;168;12
65319;16,97;91;195;18
65320;31,76;93;199;48
65321;10,12;77;174;41
65322;12,44;8;46;36
65323;19,78;95;102;9
65324;31,11;30;75;14
65325;25,7;19;59;39
65326;35,31;42;85;12
65327;37,71;83;155;14
65328;26,46;67;106;30
65329;35,76;10;81;12
65330;31,83;75;101;48
65331;16,72;76;91;16
65332;33,43;79;160;0
65333;11,02;7;182;6
65334;32,71;64;128;32
65335;35,07;62;54;40
65336;17,22;85;78;9
65337;28,06;93;2;46
65338;33,07;42;114;37
65339;34,06;12;64;43
65340;28;36;18;25
65341;18,39;25;109;14
65342;28,07;88;7;31
65343;19,17;9;119;6
65344;37,6;23;28;11
65345;39,5;35;178;46
65346;37,22;28;52;1
65347;13,86;20;162;30
65348;31,71;87;24;45
65349;16,64;97;49;39
65350;36,05;93;3;8
65351;31,87;39;64;38
65352;13,84;10;57;34
65353;20,18;20;20;9
65354;26,32;72;83;18
65355;14,14;63;112;38
65356;29,02;83;189;35
65357;37,12;58;110;2
65358;38,36;60;105;20
65359;30,81;100;165;33
65360;29,03;66;18;34
65361;34,79;49;170;36
65362;32,3;85;59;45
65363;15,75;73;98;1
65364;29,56;12;25;8
65365;28,69;55;182;0
65366;27,61;2;113;34
65367;10,52;2;46;47
65368;18,37;80;162;16
65369;28,58;17;125;48
65370;26,76;44;139;10
65371;26,86;66;20;41
65372;31,91;40;4;25
65373;18,93;59;153;25
65374;31,17;84;44;47
65375;21,72;94;106;24
65376;13,09;35;163;8
65377;31,29;8;103;3
65378;12,92;35;125;49
65379;23,85;53;5;19
65380;33,87;35;60;35
65381;15,98;98;39;43
65382;34,98;98;53;48
65383;22,05;50;143;12
65384;36,76;78;48;43
65385;18,18;74;22;44
65386;34,14;53;62;32
65387;20,46;75;89;12
65388;31,96;82;77;39
65389;25,02;31;4;20
65390;21,55;97;171;44
65391;28,47;27;67;16
65392;17,17;74;13;18
65393;14,25;10;149;43
65394;24,9;27;199;50
65395;16,65;44;35;29
65396;22,66;93;32;35
65397;38,18;73;64;3
65398;27,58;54;193;49
65399;13,4;40;93;45
65400;23,44;28;5;42
65401;31,91;37;19;11
65402;13,63;96;3;27
65403;28,85;89;38;37
65404;36,05;49;0;31
65405;23,36;99;184;46
65406;23,35;56;97;42
65407;13,05;4;185;37
65408;39,33;48;20;19
65409;37;43;131;9
65410;30,54;20;26;23
65411;16,13;85;104;39
65412;10,36;50;108;5
65413;14,16;85;85;35
65414;21,23;36;128;49
65415;15,81;86;114;38
65416;25,72;54;33;2
65417;30,72;6;12;7
65418;24,74;63;0;19
65419;35,03;12;74;19
65420;39,95;74;113;48
65421;12,64;96;50;45
65422;14,06;31;163;19
65423;38,23;87;62;40
65424;17,64;27;148;33
65425;24,78;1;110;15
65426;26,94;34;99;25
65427;12,62;43;66;8
65428;16;22;52;39
